번호,외래어,원어,순화어
3070,리드 슈팅,lead shooting(영),앞질러쏘기
3069,리드,lead(영),표적 이동 전방
3068,리드,reed(영),바디
3067,리더,reader(영),"읽개, 판독기"
3066,리더,leader(영),지도자
3065,리노베이션,renovation(영),개보수(改補修)
3064,리깅,rigging(영),채비하기
3063,리그,league(영),연맹
3062,"르포, 현장 르포",--reportage(프),"취재기, 현장 취재기"
3061,르포,reportage(프),"현지 보고, 보고 기사, 현장 보고, 현장 보고서"
3060,륜 후렌지,輪 Flange(영),차바퀴턱
3059,륙색,Rücksack(독),배낭
3058,룸펜(독),Lumpen(영),고등 실업자
3057,룸펜,Lumpen(독),"실업자, 고등 실업자, 무직자"
3056,룸시어터,room theater(영),안방 극장
3055,룸메이드,roommaid(영),"객실원, 객실 청소원"
3054,룰,roommate(영),규칙
3053,루프톱,roof top(영),옥상
3052,루프스티치,loop stitch(영),코
3051,루프사,loop yarn(영),고리실
3050,루프 패스,loop pass(영),넘겨주기
3049,루프 슛,loop shoot(영),넘겨쏘기
3048,루프 드라이브,loop drive(영),높고 길게치기
3047,루키즘,lookism(영),① 외모 지상주의 ② 외모 중시
3046,루키,rookie(영),"신인, 신인 선수"
3045,루즈,rouge(영),입술연지
3044,루스 임페디먼트,loose impediment(영),"방해물, 자연방해물"
3043,루스 볼,loose ball(영),흐르는 공
3042,루베,立方米,"세제곱미터, m³"
3041,료후세누이,兩伏縫-い(일),쌍줄뉨솔
3040,료다레,兩垂-れ(일),물음느낌표
3039,롱스타일,long style(영),긴 머리
3038,롱런 시스템,long run system(영),장기 공연 방식
3037,"롱거스트, 롱거스트 드라이버","longest, longest driver(영)",최장타자
3036,롱 히트,long hit(영),장타
3035,롱 히터,long hitter(영),장타자
3034,롱 홀,long hole(영),긴 홀
3033,롱 포지션,long position(영),"매입 포지션, 매입 초과 포지션"
3032,롱 페그,long peg(영),길게던지기
3031,롱 퍼팅,long putting(영),긴 퍼팅
3030,롱 킥,long kick(영),멀리차기
3029,롱 코트,long coat(영),"긴코트, 긴외투"
3028,롱 아이언,long iron(영),긴쇠채
3027,롱 스윙,long swing(영),크게 휘두르기
3026,롱 슛,long shoot(영),장거리 쏘기
3025,롱 서비스 라인,long service line(영),복식 뒷줄
3024,롱 서비스,long service(영),길게메김
3023,롱 드라이브,long drive(영),"길게치기, 장타(長打)"
3022,롱 게임,long game(영),"긴채 경기, 긴 거리 기술"
3021,롤플레잉 게임,role-playing game(영),가상 역할 게임
3020,롤오버,roll over(영),만기 연장
3019,롤링밀,rolling mill(영),누름틀
3018,"롤링 플랫폼 스테이지, 웨건 스테이지","rolling platform stage, wagon stage(영)",구동 무대
3017,롤링,rolling(영),"회전, 중심 이동"
3016,롤 아웃,roll out(영),풀린 회전
3015,롤,roll(영),빠지기
3014,론칭쇼,launching show(영),신제품 발표회
3013,론 볼링,lawn bowling(영),잔디 볼링
3012,로프팅,lofting(영),공 띄우기
3011,로프트 볼,loft ball(영),띄운공
3010,로프트,loft(영),"타면 각, 타면 각도"
3009,로프,rope(영),"밧줄, 줄"
3008,로펌,law firm(영),"법률 회사, 법률 사무소"
3007,로틴,low teen(영),10대 초반
3006,로트,lot(영),무더기
3005,로테이션 시스템,rotation system(영),이동 대형
3004,로터리식,rotary(영)式,"회전형, 회전식"
3003,"로터리 펌프, 기류회전펌프","氣流回轉pump(영), rotary pump(영)",회전 펌프
3002,로타리,ロ-タリ(일)←rotary(영),"둥근거리, 로터리"
3001,로킹 모션,rocking motion(영),앞뒤 흔들기
3000,로쿠부,"六分, ろくぶ(일)","엿푼, 18mm"
2999,로케이션,location(영),현지 촬영
2998,로케,location(영),현지 촬영
2997,로컬공급,local(영)供給,"국내 공급, 현지 공급, 원매자 현지 공급"
2996,로컬 룰,local rule(영),특별 규칙
2995,로커 룸,locker room(영),"① 보관실, 물품 보관실 ② 탈의실 ③ 대기실, 선수 대기실"
2994,로커,locker(영),"① 사물함 ② 보관함, 개인 보관함"
2993,로진 백,rosin bag(영),"송진, 송진 주머니"
2992,로직,logic(영),논리
2991,로울러,roller(영),굴밀이
2990,로우 볼,low ball(영),낮은 공
2989,로열 박스,royal box(영),귀빈석
2988,로스트 홀,lost hole(영),진 홀
2987,로스트 볼,lost ball(영),분실구
2986,로스터,roster(영),명단
2985,로스컷,loss cut(영),손절매
2984,로스구이,roast(영),등심구이
2983,로스 타임,loss time(영),허비 시간
2982,로스 리더 상품,loss leader(영) 商品,"미끼 상품, 유인 상품"
2981,로스,loss(영),손실
2980,"로빙, 로빙볼","lobbing, lobbing ball(영)",띄운 공
2979,로비스트,lobbyist(영),"섭외인, 섭외대리인, 막후교섭자"
2978,로브 샷,lob shot(영),띄워치기
2977,로브,lob(영),띄우기
2976,로바다야키,爐端燒,화로구이
2975,로밍폰,roaming phone(영),국외용 휴대 전화
2974,로맨틱 코미디,romantic comedy(영),낭만 희극
2973,로맨틱 스포츠 룩,romantic sports look(영),낭만적 스포츠 풍
2972,로맨틱 리얼리즘,romantic realism(영),낭만적 사실주의
2971,로맨티시즘,romanticism(영),낭만주의
2970,"로맨스, 로맨스물",romance(영),① 연애물 ② 애정물
2969,로라,ロ-ラ-(일)←roller(영),"땅다지개, 굴밀이, 롤러"
2968,로드워크,road work(영),지구력 훈련
2967,로드숍,road shop(영),거리 매장
2966,로드뷰,road view(영),거리 보기
2965,로드매니저,road manager(영),수행매니저
2964,로드 팩터,Load factor(영),탑승률
2963,로드 클로즈드,road closed(영),막힌길
2962,로드 캡,road cap(영),경기용 모자
2961,로드 쇼,road show(영),투자 설명회
2960,로드 센터,Load Center(영),부하중심(負荷中心)
2959,로드 무비,road movie(영),여정영화
2958,로드,load(영),올리다
2957,로드,road(영),"길, 도로"
2956,로그캐빈,log cabin(영),통나무집
2955,로고송,logo song(영),홍보 노래
2954,로 핸디캡,low handicap(영),낮은 기준타 차
2953,로 포스트,low post(영),"골 바구니 밑, 골 바구니 밑 지점"
2952,로 볼,low ball(영),낮은 공
2951,로 발리,low volley(영),낮은 바로치기
2950,"렛테루, 레테르",レッテル(일)←letter(영),상표
2949,렘넌트,remnant(영),자투리
2948,렌터카,rent-a-car(영),"임대차, 빌림차"
2947,렌가와리,煉瓦割-り(일),벽돌나누기
2946,렌가쓰미,煉瓦積-み(일),벽돌쌓기
2945,렌가,煉瓦,벽돌
2944,렉처,lecture(영),"강연 , 강의"
2943,렉스,legs(영),다리막
2942,레플리커주조,replica(영)鑄造,실형 주조
2941,레프트풀백,left full back(영),왼쪽 수비수
2940,레프트이너,left inner(영),"왼쪽안 공격수, 왼쪽 몰이"
2939,레프트윙,left wing(영),"왼쪽 공격수, 왼쪽 날개"
2938,레프트 핸더,left hander(영),왼손잡이
2937,레프트 하프,left half(영),왼쪽공방수
2936,레프트 필더,left fielder(영),좌익수
2935,레프트 코너,left corner(영),왼쪽 구석
2934,레프트 온 베이스,left on base(영),잔루
2933,레퍼토리 컴퍼니,repertory company(영),레퍼토리 극단
2932,레퍼토리 시스템,repertory system(영),레퍼토리 방식
2931,레퍼토리,repertory(영),"곡목, 연주 곡목, 노래 곡목, 상연 목록"
2930,레퍼리 타임아웃,referee time out(영),심판 요청 시간
2929,레퍼리 타임,referee time(영),주심 중단 시간
2928,레퍼리 스로,referee throw(영),주심 던지기
2927,레퍼리,referee(영),심판장
2926,레퍼런스,reference(영),고품질
2925,레트,let(영),"다시하기, 무효"
2924,레트,reticulate(영),"망, 머리 망"
2923,레크리에이션,recreation(영),"오락, 놀이"
2922,레코드,record(영),"① 음반 ② 기록면, 기록표, 기록"
2921,레지스터,resistor(영),① 저항기 ② 기록기
2920,레지스탕스,résistance(프),저항
2919,레지던트 시어터,resident theatre(영),상주 극단
2918,레지던시,residency(영),"거주, 거주지"
2917,레지나싱공법,←ねじ(일)Nothing(영)工法,민나사공법(工法)
2916,레지,レジ(일)←register(영),"종업원, 다방종업원"
2915,레저타운,leisure town(영),휴양지
2914,레저용품,leisure(영)用品,놀이용품
2913,레임덕현상,lame duck(영)--現象,누수 현상
2912,레임덕,lameduck(영),"권력 누수, 권력 누수 현상"
2911,레임,lame(영),무릎대
2910,레일본드,rail bond(영),레일 연결선(rail 連結線)
2909,레일 앵커,rail anchor(영),"철길 고정 장치, 레일 고정 장치"
2908,레일 로드,rail road(영),멀리퍼진핀
2907,레일,rail(영),"철길, 궤도"
2906,레인웨어,rainwear(영),비옷
2905,레인,lane(영),마루
2904,레이트 비기너,late beginner(영),늦깎이
2903,레이크 뷰,lake view(영),호수 전망
2902,레이징해머,raising hammer(영),추킴 망치
2901,레이지전류,れいし(일)電流,여자전류(勵磁電流)
2900,레이용,rayon(영),인견사
2899,레이욘,rayon(영),"인조견, 명주실"
2898,레이업슛,lay up shoot(영),올려넣기
2897,레이아웃,layout(영),"배열, 배치, 판매김"
2896,레이싱 카,racing car(영),"경주차 (競走車), 경주용 자동차"
2895,레이서,racer(영),사이클 경기자
2894,레이브 파티,rave party(영),광란 파티
2893,레이메이,"黎明, れいめい(일)",여명(黎明)벼
2892,레이디즈 티,ladies tee(영),여성 첫 타구역
2891,레이더,radar(영),전파 탐지기
2890,레시피 마케팅,recipe marketing(영),요리법 판촉
2889,레시피,recipe(영),조리법
2888,레슨,lesson(영),개인 지도
2887,레스토랑,restaurant(프),"식당, 양식당"
2886,레벨 스윙,level swing(영),수평 휘두르기
2885,레벨,level(영),"수준, 단계"
2884,레버리지 효과,leverage(영) 效果,지렛대 효과
2883,레버리지,leverage(영),지레 기술
2882,레미콘,レミコン(일)←ready-mixed concrete(영),"회반죽, 양회반죽, 회반죽차, 양회반죽차"
2881,레미콘,remicon(영),① 반죽 콘크리트 ② 반죽 콘크리트차
2880,레루,レ-ル(일)←rail(영),레일
2879,레드카드,red card(영),"빨간딱지, 적색 카드"
2878,레드존,red zone(영),청소년 금지 구역
2877,레그 가드,leg guard(영),다리막이
2876,레귤레이션,regulation(영),조절기(調節器)
2875,레귤러멤버,regular member(영),"정식 회원, 정규 ○○"
2874,레귤러 티,regular tee(영),중간 첫 타구역
2873,레귤러,regular(영),보통
2872,레거시,legacy(영),"유산, 대회 유산"
2871,런치파티,lunch party(영),"점심 모임, 점심 자리"
2870,런지 태클,lunge tackle(영),찔러막기
2869,런너업,runnerup(영),준우승자
2868,런 다운,run down(영),협살(挾殺)
2867,런,run(영),"표적 이동, 구름, 굴리기"
2866,럭스,lux(영),촉광
2865,럭셔리하다,luxury(영)--,① 고급스럽다 ② 호사스럽다
2864,럭셔리 브랜드,luxury brand(영),고가품
2863,러프하다,rough(영)--,거칠다
2862,러프 지역,rough(영) 地域,① 잡초 지역 ② 부적정 구역
2861,러프,rough(영),"잡초 지역, 거친 설면"
2860,러키펀치,lucky punch(영),행운타
2859,러키 드로,lucky draw(영),행운권 추첨
2858,러시 필름,rush film(영),초벌 필름
2857,러시,rush(영),"① 홍수, 봇물 ② 붐빔 ③ 질주"
2856,러스틱 포스트 앤드 레일즈,rustic post and rails(영),"횡목, 횡목장애물"
2855,러브스토리,love story(영),사랑 이야기
2854,러브 호텔,love hotel(영),"연애 호텔, 향락 호텔"
2853,러브 오브 더 그린,rub of the green(영),방해 굴절구
2852,러브 라인,love line(영),사랑구도
2851,러브 게임,love game(영),영점 게임
2850,러브,love(영),"영, 영점"
2849,러버 티,rubber tee(영),"고무 받침, 고무 받침대"
2848,러더,rudder(영),키(舵)
2847,러닝타임,running time(영),상영시간
2846,러닝메이트,running mate(영),동반자
2845,러닝머신,running machine(영),달리기틀
2844,러닝레이트,Learning rate(영),학습률(學習率)
2843,러닝 패스,running pass(영),달리며 주기
2842,러닝 캐치,running catch(영),달려 잡기
2841,러닝 어프로치,running approach(영),"굴려붙이기, 굴리기, 공굴리기"
2840,러닝 앨리,running alley(영),마루
2839,러닝 스텝,running step(영),뜀걸음
2838,러닝 스로,running throw(영),달려 던지기
2837,러닝 슛,running shoot(영),달려쏘기
2836,러닝 머신,learning machine(영),학습기
2835,러닝 개런티,running guarantee(영),흥행 보수
2834,랭킹,ranking(영),"순위, 등수"
2833,랭크되다,rank(영),오르다
2832,랭크,rank(영),순위
2831,랩심,lapped seam(영),겹침시접
2830,랩 타임,lap time(영),구간 기록
2829,랩 어카운트,wrap account(영),종합 자산 관리
2828,램프 함수,ramp function(영),경사 함수(傾斜函數)
2827,램프 어댑터,lamp adapter(영),"전등호환기(傳燈互換器), 전등 맞춤틀"
2826,램프,lamp(영),"등, 표시등"
2825,램프,ramp(영),연결로
2824,랠리포인트 시스템,rally point system(영),직접 득점제
2823,"랜딩, 랜딩비",landing(영)費,납품 사례비
2822,랜딩,landing(영),착지
2821,랜드스케이프,landscape(영),가로 방향
2820,랜덤하게,random(영)--,"임의로, 무작위로"
2819,랜덤 샘플링,random sampling(영),임의 표본
2818,랜덤,random(영),"막-, 무작위"
2817,래피드 파이어 피스톨,rapid fire pistol(영),속사권총
2816,래프팅,rafting(영),"급류타기, 물살타기"
2815,래터럴 패스,lateral pass(영),옆으로 주기
2814,래터럴 워터 해저드,lateral water hazard(영),"병행 물 장애지, 홀 옆 장애지역"
2813,래치,latch(영),"걸쇠, 잠금쇠"
2812,래싱,lashing(영),묶어 둠
2811,래디컬하다,radical(영)--,"과격하다, 극단적이다"
2810,랑데부하다,rendez-vous(프)--,만나다
2809,랑데부 홈런,rendezvous homerun(영),"연속 홈런, 연속 타자 홈런"
2808,란즈미,亂積-み(일),"막쌓기, 허튼쌓기"
2807,란마,欄間,고창(高窓)
2806,란도셀,ランドセル(일)←ransel(네),멜빵가방
2805,란나,ランナ-(일)←runner(영),"주자, 러너"
2804,란,欄,① 온테 ② 칸
2803,라핑 코미디,laughing comedy(영),폭소 희극
2802,라켓 헤드,racket head(영),채머리
2801,라인즈 맨,lines man(영),선심
2800,라인업,line up(영),"① 선수 명단, 진용(陳容) ② 순번 ③ 출연진 ④ 제품군"
2799,라인 저지,line judge(영),선심
2798,라인 오브 플라이트,line of flight(영),비구선(飛球線)
2797,라인 업 시트,line up sheet(영),"기록 용지, 위치 기록 용지"
2796,라인 볼링,line bowling(영),"줄 따라 굴리기, 선 따라 굴리기"
2795,라인 드라이브,line drive(영),직선타
2794,라인,line(영),① 선 ② 줄 ③ 금
2793,라이플링,rifling(영),강선 홈
2792,라이플,rifle(영),소총
2791,라이팅 디자인,lighting design(영),조명 디자인
2790,라이트풀백,right full back(영),오른쪽 수비수
2789,라이트이너,right inner(영),"오른쪽안 공격수, 오른쪽몰이"
2788,라이트윙,right wing(영),"오른쪽 공격수, 오른쪽 날개"
2787,라이트 히트,light hit(영),코 스치기
2786,라이트 하프,right half(영),오른쪽 공방수
2785,라이트 필더,light fielder(영),우익수
2784,라이트 플롯,light plot(영),조명 계획표
2783,라이트 펜,light pen(영),광전펜
2782,라이트 아웃,light out(영),놓치기
2781,라이트,light(영),"조명, 조명등"
2780,라이징 볼,rising ball(영),솟는공
2779,라이스박스,rice box(영),쌀통
2778,라이스밀크,rice milk(영),쌀우유
2777,라이브감,live(영)感,① 생동감 ② 현장감
2776,라이브 볼,live ball(영),산 공
2775,라이벌,rival(영),"맞수, 경쟁자"
2774,라이방,ライバン(일)←Ray Ban(영),"보안경, 색안경"
2773,라이방,Ray Ban(영),"보안경, 색안경"
2772,라이너,liner(영),직선구
2771,라이,lie(영),"공 위치, 공 상태"
2770,라운지,lounge(영),휴게실
2769,라운드형,round(영) 形,둥근형
2768,라운드 헤드 스트로크,round head stroke(영),"돌려치기, 머리 위돌려치기"
2767,라운드,round(영),회전(回戰)
2766,라우드스피커,loudspeaker(영),확성기
2765,라스트 신,last scene(영),마지막 장면
2764,라스트,last(영),"마지막, 최종"
2763,라구랑,ラグラン(일)←raglan(영),"래글런, 래글런외투"
2762,띠지,-紙,띠종이
2761,"뚜껑없는고배, 무개고배",無蓋高杯,뚜껑없는굽다리접시
2760,"뚜껑달린굽접시, 유개고배",有蓋高杯,뚜껑굽다리접시
2759,똔똔,とんとん(일),본전치기
2758,뗑깡,"癲癎, てんかん(일)",생떼
2757,"뗀석기, 타제석기",打製石器,타제석기(chipped stone implement)
2756,떼흙매기,,떼흙막이
2755,떼조공,-條工,반떼붙이기
2754,떼유토공,-留土工,떼흙막이
2753,떼수로공,-水路工,"떼수로내기, 떼도랑내기"
2752,떼붙이기,,"1)평떼붙이기, 2)평떼심기"
2751,떼다,,(미제 사건을) 처리하다
2750,떼누구매기,-淚溝-,떼누구막이
2749,"딸려묻음, 순장",殉葬,딸려묻음
2748,따불,ダブル(일)←double(영),"곱, 겹, 갑절"
2747,딥,Dip(영),"늘어짐, 처짐, 처짐 정도"
2746,딜리니에이터,Delineator(영),시선유도표지
2745,딜레이드어펜스,delayed offense(영),지연 작전
2744,딜레이드 스틸,delayed steal(영),시간차 도루
2743,딜레이드 더블 스틸,delayed double steal(영),시간차 2중 도루
2742,딜럭스하다,deluxe(영)--,"화려하다, 크다"
2741,딜러십,dealership(영),판매권
2740,딜러,dealer(영),"분배상, 판매원"
2739,디형 브리둔,D- bridoon(영),D형 재갈
2738,디프드로잉,deep drawing(영),금내기
2737,디퓨저,diffuser(영),방향기
2736,디폴트02,default(영),"채권 불이행, 채무 불이행, 지급 불능 선언"
2735,디폴트01,default(영),"기권, 기권승"
2734,디폴트 밸류,default value(영),"애초, 애초값"
2733,디펜시브 파울,defensive foul(영),수비 반칙
2732,디펜스,defense(영),"방어, 수비"
2731,디펜딩 챔피언,defending champion(영),"직전우승팀, 전대회우승팀"
2730,디티피,DTP(영),전자 출판
2729,디톡스,detox(영),해독 (요법)
2728,디텍터,detector(영),① 탐지기 ② 검출기 ③ 검파기 ④ 검전기
2727,디테일하다,detail(영)--,① 미세하다 ② 섬세하다 ③ 세밀하다
2726,디테일,detail(영),① 부분 ② 세분 ③ 세부
2725,디코럼,decorum(영),적합성
2724,디코드,decode(영),"복호, 새김, 부호 복호, 부호 새김"
2723,디코더,decoder(영),"복호기, 새김기, 부호 복호기, 부호 새김기"
2722,디커플링,decoupling(영),탈동조화
2721,디지털 이동 전화,Digital 移動電話,디지털이동전화
2720,디지털 시그니처,Digital Signature(영),전자 서명
2719,디지털 시그널,digital signal(영),"수치형 신호, 디지털 신호"
2718,디지털 디바이드,digital divide(영),정보 격차
2717,디지털 도어록,digital doorlock(영),전자 잠금장치
2716,디지털 노마드족,digital Nomad(영) 族,디지털 유목민
2715,디저트,dessert(영),후식
2714,디자인,Design(영),"설계(設計), 도안, 의장"
2713,디자이너,designer(영),"설계사, 도안자, 의장자"
2712,디오라마,diorama(영),실사모형
2711,디시,DC(영),직류
2710,디스플레이되다,display(영)--,① 전시되다 ② 진열되다
2709,디스플레이 디바이스,display device(영),화면 표시 장치
2708,디스펜서,dispenser(영),(정량) 공급기
2707,디스크페이퍼,disk paper(영),"원반 사포, 원반 속새"
2706,디스크자키,disk jockey(영),"음반사, 음반지기"
2705,디스크 오퍼레이팅 시스템,disk operating system(영),"판 운영 체계, 저장판 운영 체계, 디스크 운영 체계"
2704,디스크 버퍼,disk buffer(영),"판 사이칸, 저장판 사이칸"
2703,디스크,disk(영),음반
2702,디스퀄리피케이션 파울,disqualification foul(영),실격 반칙
2701,디스퀄러파이,disqualify(영),실격
2700,디스카운트하다,discount(영)--,"에누리하다, 깎다"
2699,디스차징,discharging(영),짐풀기
2698,디스차지,discharge(영),색빼기
2697,디스일루저니즘,dis-illusionism(영),반환각주의
2696,디센딩 블로,descending blow(영),내려 찍어치기
2695,디비전 보드,division board(영),마루이음새
2694,디비전 라인,division line(영),구획선
2693,디브이디,DVD (←digital video disk(영)),디지털 비디오
2692,디벨로퍼,developer(영),"개발업자, 부동산 개발업자"
2691,디벗,divot(영),뗏조각
2690,디버깅,debugging(영),벌레잡기
2689,디버그,debug(영),벌레잡기
2688,디버거,debugger(영),벌레잡이
2687,디바이스 드라이버,device driver(영),장치 돌리개
2686,디머,dimmer(영),조광기
2685,디렉트 프리킥,direct free kick(영),직접자유축
2684,디렉트 패럴렐,direct parallel(영),평행딛기
2683,디렉트 크로스,direct cross(영),직선 이동
2682,디렉트 스파이크,direct spike(영),"직강타, 직접 강타"
2681,디렉트 마케팅,direct marketing(영),현장 판촉
2680,"디딤돌, 보석",步石,"섬돌, 디딤돌"
2679,디그,dig(영),받아막기
2678,등화관제,燈火管制,불빛가리기
2677,등화,燈火,"등불, 불빛"
2676,등한시하다,等閑視--,소홀히 하다
2675,등초하다,謄抄--,복사하다
2674,등청,登廳,출근
2673,"등짐장수, 보부상",褓負商,"등짐장수, 보부상"
2672,등재하다,登載--,기록하여 올리다
2671,등재 가액,登載 價額,장부 금액
2670,등용,登用,뽑음
2669,등외,等外,"등급밖, 급수밖"
2668,등열식,燈列式,전등배열방식
2667,등산로,登山路,등산길
2666,등산 장치,謄算裝置,계산 장치
2665,등산 도수,謄算度數,회전 도수
2664,등사,謄寫,복사
2663,등목,登木,나무오르기
2662,등록장,登錄長,등록 길이
2661,등대수,燈臺手,"등대 관리원, 등대원, 등대지기"
2660,등단,登壇,연단 오름
2659,등기제증,登記濟證,등기필증
2658,등급찰,等級札,등급표
2657,등귀하다,騰貴--,"오르다, 비싸지다"
2656,등,等,"들, 따위, (...)와 같은"
2655,들망,,후릿그물
2654,득하다,得--,"받다, 얻다"
2653,득표,得票,표를 얻음
2652,득실,得失,얻음과 잃음
2651,득상,得喪,득실
2650,드링크,drink(영),"음료, 마실 것"
2649,드립페인팅,drip painting(영),"흘림법, 흘림 그림"
2648,드림팀,dream team(영),환상팀
2647,드릴러,driller(영),지공사
2646,드릴,drill(영),"틀송곳, 송곳, 기계 송곳"
2645,드리핑,dripping(영),"흘림법, 흘림 그림"
2644,드리프트 앵글,drift angle(영),활주각
2643,드리프트,drift(영),표류(漂流)
2642,드리블 슛,dribble shoot(영),"몰며 쏘기, 공 몰며 쏘기"
2641,드리블,dribble(영),"두 번 치기, 몰기, 공 몰기"
2640,드롭 킥,drop kick(영),튄공차기
2639,드롭 오프,drop off(영),급경사
2638,드롭 샷,drop shot(영),"떨어뜨리기, 앞쪽떨어뜨리기, 뚝 떨어 뜨리기"
2637,드롭 볼,drop ball(영),공 떨어뜨리기
2636,드롭 발리,drop volley(영),짧게 바로치기
2635,드롭,drop(영),"몸 낮추기, 떨어뜨리기, 공떨어뜨리기"
2634,드론 게임,drawn game(영),비긴 경기
2633,드론,drone(영),무인기
2632,드로잉,drawing(영),"① 그림, 그리기 ② 소묘"
2631,드로,draw(영),"대진짜기, 모둠짜기, 왼쪽흐름"
2630,드레인,drain(영),"물빼기, 배수"
2629,드레시하다,dressy(영)--,"멋있다, 근사하다, 우아하다"
2628,드레스 프로퍼티,dress property(영),장식 도구
2627,드레스 코드,dress code(영),옷차림 약속
2626,"드레스 살롱, 디자인 살롱","dress salon, design salon(영)",양장점
2625,드레스 룸,dress room(영),옷방
2624,드럼,drum(영),북
2623,드러매틱,dramatic(영),극적인
2622,드래그 번트,drag bunt(영),당겨 대기
2621,드래그,drag(영),끌기
2620,드라이플라워,dry flower(영),말린꽃
2619,드라이어,drier(영),"말리개, 머리말리개, 건조기, 머리건조기"
2618,드라이빙 아이언,driving iron(영),1번 쇠채
2617,드라이빙 레인지,driving range(영),연습장
2616,드라이브코스,drive course(영),차산책길
2615,드라이브정책,drive(영),주도 정책
2614,드라이브스루,drive-through(영),"승차 구매, 승차 구매점"
2613,드라이브 인,drive in(영),"돌파, 파고들기"
2612,드라이브 서브,drive serve(영),감아치기메김
2611,드라이브 발리,drive volley(영),길게 바로치기
2610,드라이브,drive(영),"직선치기, 길게치기, 몰아가기"
2609,드라이버02,Driver(영),1번 나무채
2608,드라이버 라이선스,driver's license(영),"운전면허, 운전면허증"
2607,드라이 왁싱,dry waxing(영),고체 왁스입히기
2606,드라이 에이징,dry aging(영),건식 숙성
2605,드라이 벌커,dry bulker(영),"말림배, 건화물선"
2604,드라이 리스,Dry lease(영),단순임차
2603,드라이 댐,dry dam(영),예비댐
2602,드라이,dryer(영),"말리개, 머리말리개, 건조기, 머리건조기"
2601,드라마틱하다,dramatic(영)--,극적이다
2600,"드라마틱 폼, 장르, 타입","drmatic form, genre, type(영)",극형태
2599,드라마틱 컨벤션,dramatic convention(영),연극 관약(慣約)
2598,드라마틱 액션,dramatic action(영),극행동
2597,"드라마틱 스타일, 모드, 패션","dramatic style, mode, fashion(영)",극양식
2596,"드라마, 드람","drama(영), drame(프)",일반극
2595,드라마 시어터,drama theater(영),연극
2594,드라마,drama(영),"극, 연극"
2593,듀티비,Duty ratio(영),"작동비(作動比), 충격비(衝擊比)"
2592,듀엣,duet(영),"이중창, 이중주"
2591,듀얼 컨버터,DualConverter(영),"이중 변환기(逆竝變換器), 이중 역병렬 변환기"
2590,듀얼 레이트 시스템,dual rate system(영),이중 운임제
2589,듀얼,dual(영),이중
2588,듀스 코트,deuce court(영),오른쪽 코트
2587,뒤사춤돌,,끝굄돌
2586,뒤굄돌,,끝굄돌
2585,"뒤가리개, 후륜",後輪,안장뒤턱
2584,둔화되다,鈍化--,"무디어지다, 둔해지다"
2583,둔부,臀部,"엉덩이, 궁둥이"
2582,둔기 손상,鈍器 損傷,둔기 상처
2581,둑매기,,둑쌓기
2580,두피 하출혈,頭皮 下出血,머리 덮개 밑 출혈
2579,두피 절개,頭皮 切開,머리 덮개 절개
2578,두창,痘瘡,"천연두, 마마"
2577,두절되다,杜絶--,"끊기다, 끊어지다"
2576,두유,豆油,콩기름
2575,두서,頭緖,"갈피, 차례"
2574,두서,頭書,"머리말, 머리글"
2573,두상화서,頭狀花序,두상 꽃 차례
2572,두부 직경,頭部直徑,윗지름
2571,두부 외상,頭部 外傷,머리 외상
2570,두부 손상,頭部 損傷,머리 손상
2569,두부,頭部,머리
2568,두발,頭髮,"머리털, 머리, 머리카락"
2567,두문,頭文,머리글
2566,두류,豆類,콩류
2565,두광,頭光,"머리광배, 두광"
2564,두과,豆科,콩과
2563,두경부 손상,頭頸部 損傷,머리목 손상
2562,두개골 절제술,頭蓋骨 切除術,머리뼈 절제
2561,두개골 골절,頭蓋骨 骨折,머리뼈 골절
2560,두개골,頭蓋骨,머리뼈
2559,동향,動向,움직임새
2558,동해구,凍害球,언 알
2557,동해,凍害,언피해
2556,동할립,胴割粒,금간 알
2555,동포자퇴,冬胞子堆,"겨울 홀씨더미, 겨울 포자퇴"
2554,동포자,冬胞子,"겨울 홀씨, 겨울 포자"
2553,동파되다,凍破--,얼어 터지다
2552,동통,疼痛,쑤시고 아픔
2551,동토,凍土,언 땅
2550,동측 충격,同側 衝擊,같은쪽 충격
2549,동촉,銅鏃,청동활촉
2548,동체,胴體,몸통
2547,동참하다,同參--,함께 참여하다
2546,동조하다,同調--,"편들다, 따르다"
2545,동조,冬鳥,겨울새
2544,동정,動靜,① 움직임 ② 형편
2543,동전,同前,"위와 같음, 앞과 같음"
2542,동적 제동,動的制動,저항 제동(抵抗制動)
2541,동장,胴長,"몸통 길이, 삼몸통 길이"
2540,동작물,冬作物,겨울작물
2539,동일한,同一-,같은
2538,동일,同日,"같은 날, 그 날"
2537,동인,同人,"같은 사람, 그 사람"
2536,동원하여,動員--,들여서
2535,동요 관절,動搖 關節,흔들리는 관절
2534,동요,動搖,흔들림
2533,동어,同語,같은 말
2532,동액,同額,같은 액수
2531,동아,冬芽,겨울눈
2530,동신제,堂祭,당제
2529,동시체,胴屍體,시체 몸통
2528,동시에,同時-,"같은 때에, 같은 시간에, 아울러"
2527,동승하다,同乘--,"함께 타다, 같이 타다"
2526,동수수심,動水水深,경심(徑深)
2525,동수반지름,動水半-,경심(徑深)
2524,동소,同所,같은 곳
2523,동선,銅線,구리선
2522,동상해,凍霜害,서리피해
2521,동상 개소,凍傷個所,언 부분
2520,동상,同上,위와 같음
2519,동비,冬肥,겨울 거름
